soil_moisture_pct,delta_t_celsius,wind_speed_kmh,rain_prob_next_48h,crop_stage_sensitivity,target_readiness
48.18,6.99,2.77,22.23,0.2,1
18.78,4.54,10.37,2.39,0.2,0
52.09,7.64,10.8,32.26,0.2,0
28.07,5.74,14.22,25.05,0.3,1
42.63,12.5,18.53,39.81,0.2,0
61.32,4.39,8.44,26.55,1.0,1
37.03,8.36,5.92,45.83,0.2,0
56.41,2.48,11.82,16.11,0.5,1
31.44,3.27,3.99,19.15,1.0,0
62.11,11.91,3.13,45.25,0.5,0
52.08,7.47,13.91,18.08,0.2,1
58.11,6.2,16.08,49.09,0.2,0
48.07,12.5,14.68,24.69,1.0,0
59.77,4.6,17.05,17.21,0.5,0
36.3,8.35,5.88,24.72,0.3,0
31.12,8.68,10.93,18.78,1.0,0
54.68,10.58,10.67,26.17,0.5,0
33.71,2.3,1.97,19.51,1.0,1
56.23,4.58,1.44,51.69,0.5,0
40.68,5.68,16.55,6.24,0.85,0
59.9,10.49,1.18,2.13,0.2,0
58.56,6.07,12.78,28.52,0.85,1
36.59,8.68,7.98,44.38,0.85,0
49.08,2.17,1.85,19.43,0.85,1
55.16,4.0,15.73,10.43,0.2,1
53.73,9.45,7.43,13.97,0.2,0
63.6,4.3,12.89,46.84,0.5,0
20.62,4.79,8.99,16.27,1.0,0
34.13,10.4,16.32,52.99,0.2,0
53.23,2.83,9.01,3.91,0.3,1
49.68,3.24,13.3,16.19,1.0,1
53.32,2.02,10.48,26.48,0.2,0
49.34,10.62,13.88,7.05,0.85,0
33.34,7.99,3.31,43.86,0.5,0
31.44,7.88,6.95,38.88,0.85,1
41.99,3.93,7.12,50.8,0.3,0
41.25,1.92,3.37,28.47,0.5,1
52.96,1.57,17.31,34.32,0.3,0
45.64,9.49,5.73,15.07,0.2,0
59.9,6.42,13.81,9.71,1.0,1
34.13,7.08,8.78,13.2,0.85,1
36.2,5.54,16.99,4.32,0.85,0
43.25,3.01,12.77,10.7,0.5,0
41.4,4.04,13.35,48.61,0.85,0
67.36,2.57,8.79,55.75,0.85,0
62.96,2.37,7.43,64.66,0.2,0
50.5,7.65,8.53,28.4,0.85,1
52.47,1.67,8.82,12.72,0.5,0
54.34,2.58,2.32,23.07,0.85,1
16.45,4.18,3.27,12.72,0.5,0
31.24,5.04,6.06,15.97,0.2,1
34.8,2.0,7.76,19.16,0.85,1
32.18,1.64,2.5,17.47,0.85,0
53.98,6.03,8.69,46.5,0.2,0
54.31,5.37,10.18,27.86,0.2,1
15.84,9.4,21.13,12.24,0.85,0
49.29,5.08,3.23,33.14,0.3,1
30.23,6.35,14.57,20.97,0.85,1
59.71,3.11,12.81,17.48,0.3,1
59.79,3.19,13.1,20.55,1.0,1
43.35,2.14,15.56,25.4,0.5,1
70.07,3.13,21.59,26.95,0.5,0
45.98,4.01,11.14,8.15,0.5,1
57.47,8.92,16.86,68.05,0.85,0
46.98,2.85,3.6,26.28,0.2,0
43.67,12.5,5.33,61.6,0.5,0
26.85,6.65,7.27,35.48,0.5,0
48.59,5.94,2.71,14.58,1.0,1
20.87,4.87,5.08,21.64,0.85,0
38.85,4.37,23.43,48.09,1.0,0
60.32,3.41,13.01,19.58,0.85,1
41.4,1.95,12.56,4.83,0.2,0
50.66,2.91,9.48,26.81,0.85,1
55.98,10.61,5.16,26.51,0.2,0
65.21,6.44,3.54,18.92,0.5,1
44.71,10.56,9.32,4.31,0.2,0
53.2,3.36,11.46,39.91,0.85,1
56.95,2.52,9.9,48.08,1.0,0
62.33,4.84,8.41,8.91,0.5,1
53.57,2.98,1.42,13.89,0.5,1
56.76,5.4,10.45,34.95,0.3,1
59.94,1.69,9.28,31.52,0.3,0
55.11,1.17,5.97,31.78,0.3,0
42.44,5.82,14.24,43.15,0.5,0
32.52,10.76,12.06,33.86,0.2,0
61.04,5.96,22.37,46.9,0.5,0
65.56,6.4,8.99,8.14,0.5,1
30.81,4.96,2.52,24.07,0.3,0
46.91,5.22,18.86,58.31,0.85,0
45.65,1.89,8.38,39.92,1.0,0
61.65,3.04,27.31,40.45,0.85,0
42.93,8.87,9.02,35.39,0.5,0
48.24,2.39,7.84,17.04,0.2,1
39.78,3.95,2.69,12.01,1.0,1
27.36,8.78,3.58,25.5,0.5,0
51.12,5.14,3.39,55.39,0.85,0
35.0,5.28,11.13,13.23,0.2,1
37.28,3.97,9.43,35.41,0.2,1
63.44,6.9,24.62,43.04,0.5,0
36.44,7.79,8.05,12.91,1.0,1
55.88,2.95,4.15,6.51,0.85,1
50.97,2.01,5.97,22.85,0.85,0
41.18,1.34,14.36,35.65,0.85,0
48.57,6.24,14.95,11.05,0.2,1
30.44,5.86,3.47,5.17,0.2,1
51.88,12.5,24.49,23.03,0.85,0
54.57,4.97,6.92,21.36,0.2,1
50.15,4.49,7.0,36.07,0.5,1
31.72,5.5,5.99,35.93,0.2,0
51.34,5.66,13.57,27.34,0.2,1
34.56,4.3,19.41,56.44,1.0,0
52.8,3.0,12.45,33.22,0.5,1
58.51,4.83,3.04,18.4,0.3,1
42.86,4.73,13.69,23.83,0.2,1
63.55,4.68,13.81,65.71,0.3,0
48.19,7.28,11.3,29.87,0.5,0
43.28,4.78,4.65,38.57,0.2,1
39.97,2.04,8.97,43.5,0.3,0
49.15,3.3,1.66,6.79,0.5,1
52.54,4.27,5.58,51.77,0.85,0
28.32,4.9,11.68,11.6,0.2,1
49.28,6.31,7.06,85.99,1.0,0
29.68,4.92,4.18,25.37,0.2,1
43.22,1.19,3.28,23.64,0.2,0
39.23,2.2,13.5,2.81,1.0,1
40.37,6.54,5.96,9.53,0.2,1
56.12,4.2,21.39,6.31,0.2,0
57.57,5.16,12.96,9.07,1.0,1
25.26,3.91,6.93,25.77,0.85,0
40.67,3.29,6.79,11.97,0.85,1
45.12,3.99,3.87,43.19,0.5,0
55.58,5.19,12.5,57.82,1.0,0
50.45,4.76,8.89,62.51,0.85,0
61.66,7.76,14.93,7.6,0.85,1
35.64,1.79,5.87,32.6,0.85,0
27.45,1.96,6.75,38.97,0.5,0
65.33,4.17,8.67,15.76,0.85,1
50.38,6.35,12.32,45.41,0.2,0
37.76,7.08,16.05,46.4,0.2,0
50.43,3.37,20.56,60.05,0.85,0
28.15,0.8,2.07,19.91,0.85,0
38.69,3.44,15.56,1.86,1.0,1
43.96,5.87,3.61,74.26,0.5,0
50.09,4.71,23.9,10.75,0.5,0
41.97,6.47,1.97,60.7,0.85,0
25.79,8.71,6.37,61.6,0.85,0
27.72,4.34,32.34,41.3,0.5,0
40.37,3.66,5.48,84.94,0.5,0
28.62,2.76,15.87,36.34,0.2,0
59.04,1.95,15.24,3.63,0.85,1
42.72,1.61,5.71,26.55,0.5,0
35.92,3.18,9.03,2.26,0.3,1
58.29,8.1,2.7,5.5,0.5,1
58.06,6.8,3.78,6.22,0.2,1
59.6,3.56,7.02,26.86,0.5,1
49.88,12.5,17.74,42.64,0.2,0
66.51,3.31,11.51,34.77,0.2,0
35.02,9.14,10.55,15.4,0.5,0
66.32,10.26,20.39,21.78,0.85,0
54.76,6.09,13.82,1.54,0.85,1
28.0,3.16,27.44,61.46,0.5,0
56.68,3.84,8.4,44.16,0.85,0
58.95,5.26,4.68,65.59,0.2,0
36.6,1.99,7.92,16.74,0.5,1
48.3,2.6,7.91,14.67,1.0,1
43.32,2.47,13.77,37.04,0.85,0
38.34,6.33,5.74,52.08,0.2,0
47.37,8.67,9.4,25.92,0.85,0
65.67,6.94,7.66,70.21,0.2,0
54.81,7.94,8.32,15.12,0.3,1
61.83,3.0,3.15,44.15,0.5,0
47.32,3.94,9.92,83.52,0.85,0
28.33,4.11,11.03,18.68,0.2,1
35.23,6.07,2.08,17.58,0.5,1
40.48,3.23,3.68,17.36,0.5,1
31.55,7.68,2.57,45.72,0.85,0
50.77,10.11,4.83,11.99,0.2,0
64.88,6.24,2.57,23.85,0.2,1
49.96,3.84,7.76,83.94,0.2,0
69.29,2.84,5.62,50.39,0.2,0
55.26,2.47,12.96,41.71,0.3,1
48.03,1.2,18.89,26.52,0.5,0
46.74,4.18,9.38,22.93,0.2,1
28.53,4.05,7.0,5.92,0.2,1
32.52,7.44,9.84,26.93,0.5,0
43.37,3.36,3.94,13.41,0.5,1
44.4,4.32,14.47,75.14,0.85,0
52.76,5.54,9.64,45.92,0.85,0
63.7,6.18,1.45,3.08,0.85,1
47.39,6.99,8.94,22.94,0.85,1
52.61,5.25,10.84,48.06,1.0,0
54.64,2.06,3.97,27.6,0.2,1
54.52,5.9,7.35,6.07,0.5,1
35.65,3.21,5.87,16.84,0.3,1
25.12,8.88,8.78,8.29,0.5,0
47.72,4.81,8.58,33.67,1.0,1
56.79,5.42,16.69,27.15,0.2,0
25.76,12.5,16.87,10.13,0.5,0
55.68,7.06,5.82,8.56,0.2,1
40.97,5.84,13.04,31.44,0.85,1
59.57,4.39,3.73,49.22,0.85,0
50.03,2.17,7.15,1.3,0.2,1
39.45,4.21,7.15,55.98,0.2,0
61.09,2.82,15.57,1.33,0.3,1
62.46,10.75,2.63,35.51,0.3,0
54.35,5.88,9.2,20.1,0.5,1
62.44,8.71,8.04,15.82,0.2,0
35.82,3.3,10.42,18.22,0.5,1
59.86,2.95,16.35,20.27,1.0,0
29.93,6.7,2.59,6.88,0.3,1
29.54,2.75,23.57,13.77,0.5,0
22.72,3.68,11.48,27.36,0.3,0
62.66,11.01,13.49,2.11,1.0,0
55.33,3.76,7.55,40.67,0.3,1
44.98,1.88,19.7,24.43,0.2,0
17.27,1.43,6.64,35.76,0.85,0
23.39,1.73,13.71,40.19,0.3,0
45.74,8.98,14.89,19.51,0.2,0
39.74,3.42,11.9,74.07,0.2,0
59.73,12.5,13.38,8.53,0.2,0
45.25,10.17,3.94,15.13,0.5,0
26.62,12.37,3.39,52.7,0.85,0
47.93,8.04,9.85,32.3,1.0,0
46.26,6.51,6.76,4.06,0.2,1
53.69,2.88,16.01,23.52,0.2,0
43.92,4.74,5.14,4.23,0.85,1
47.65,6.86,11.59,3.11,1.0,1
30.3,7.78,5.42,60.08,0.2,0
56.05,2.31,4.31,7.0,0.85,1
36.54,4.25,4.68,7.86,1.0,1
50.85,4.53,6.05,22.93,0.85,1
49.64,4.43,14.92,25.83,0.85,1
64.24,2.51,29.5,52.88,0.2,0
40.78,11.62,9.26,22.7,1.0,0
39.13,4.17,3.55,3.02,0.2,1
49.85,2.62,14.22,14.06,1.0,1
65.33,11.77,3.51,28.08,1.0,0
57.89,10.17,5.45,28.35,0.5,0
52.45,5.14,20.45,33.38,0.85,0
39.75,1.42,5.0,6.41,1.0,0
58.62,3.61,10.0,0.73,1.0,1
22.16,1.64,17.69,31.98,0.5,0
40.38,6.26,12.42,79.73,0.3,0
59.14,3.47,13.64,10.2,0.5,1
22.72,4.68,5.5,35.25,0.85,0
53.71,11.22,15.33,38.99,0.5,0
50.36,3.32,6.26,5.28,1.0,1
47.32,6.11,9.09,4.97,0.85,1
56.22,7.1,8.66,41.44,0.5,1
31.73,8.84,8.82,19.14,0.85,0
62.39,4.49,14.64,6.27,0.2,1
62.98,4.23,7.86,27.27,1.0,1
24.66,4.17,15.25,1.2,0.85,0
53.41,5.8,18.03,56.76,0.85,0
40.82,9.95,16.34,51.81,0.3,0
39.52,4.06,18.21,41.73,0.5,0
47.61,0.8,4.85,30.95,0.2,0
44.61,7.52,13.58,15.91,0.2,1
19.53,4.93,8.22,25.64,0.5,0
54.96,6.26,14.47,61.73,0.5,0
26.24,1.68,7.43,21.74,0.3,0
58.51,3.47,10.48,28.63,0.3,1
34.24,7.2,3.4,4.43,0.85,1
67.11,2.13,9.16,22.93,1.0,1
25.6,6.11,5.96,22.91,1.0,0
47.4,4.66,8.76,7.02,0.5,1
28.36,3.05,14.02,6.91,0.3,0
32.93,2.9,6.0,22.14,0.5,1
43.7,2.52,14.37,26.56,0.5,1
34.62,4.92,14.62,26.44,0.2,0
50.9,5.24,16.05,3.02,1.0,0
30.62,3.84,2.92,25.07,0.85,0
31.45,2.42,1.0,14.7,1.0,1
33.33,6.01,11.08,58.5,0.2,0
44.59,7.59,2.17,1.14,0.5,1
57.82,6.6,7.75,27.43,0.2,1
55.72,12.5,17.6,5.66,0.3,0
37.68,4.28,5.62,23.31,0.85,1
41.63,9.45,5.75,1.31,1.0,0
31.57,3.23,10.22,62.76,0.3,0
56.94,2.92,24.45,2.83,0.85,0
46.57,5.09,3.22,32.7,0.5,1
47.91,10.54,21.17,63.42,0.85,0
48.52,4.01,11.11,4.3,0.3,1
29.09,1.68,13.37,7.82,0.2,0
41.58,7.52,4.45,11.24,0.2,1
69.29,4.55,10.47,7.6,0.85,1
38.59,5.59,4.09,18.86,0.85,1
50.75,3.01,8.77,18.15,1.0,1
58.19,5.06,7.94,42.76,0.3,0
26.5,1.85,13.23,36.89,0.2,0
44.59,11.71,7.14,8.37,0.2,0
60.55,8.26,2.66,75.07,0.5,0
42.07,4.93,19.83,18.46,0.5,0
67.36,7.41,3.93,63.24,0.3,0
55.27,3.23,7.34,36.29,0.2,1
66.39,8.06,9.27,15.45,0.2,1
58.65,3.91,16.99,9.64,1.0,0
39.61,3.75,3.08,17.83,0.85,1
64.83,2.63,11.77,16.78,0.5,1
58.17,5.97,8.0,3.79,0.2,1
47.4,4.81,14.02,34.4,0.5,1
51.19,9.6,16.37,3.92,0.85,0
56.15,2.44,4.95,16.34,0.85,1
28.38,5.99,10.71,64.83,1.0,0
31.85,8.68,9.32,6.67,0.85,0
44.3,12.5,10.13,68.64,1.0,0
54.83,5.29,15.86,27.96,0.85,1
48.12,3.87,6.15,5.82,0.3,1
39.89,5.21,6.19,33.04,0.5,1
46.21,9.21,12.52,25.32,0.5,0
52.48,9.2,9.06,4.72,0.2,0
50.2,4.44,10.51,2.46,0.2,1
35.84,9.12,13.78,29.44,0.2,0
35.74,4.69,7.2,9.66,0.85,1
41.74,7.37,6.45,10.4,0.2,1
61.31,6.36,7.77,4.82,0.85,1
44.31,3.78,1.45,43.11,1.0,0
43.74,2.69,14.83,24.99,0.85,1
18.95,8.8,7.41,39.22,0.85,0
52.82,10.08,7.81,20.47,0.2,0
45.71,5.91,13.99,32.26,0.2,0
28.91,4.69,4.85,22.0,0.2,1
47.02,2.25,4.0,20.76,0.85,1
30.11,8.68,17.91,22.71,0.2,0
38.77,5.55,18.64,18.06,0.85,0
51.13,4.09,14.19,2.99,0.3,1
45.35,7.48,4.03,0.19,0.2,1
60.14,1.99,15.04,11.51,0.85,0
46.68,2.55,19.2,50.64,0.2,0
45.18,3.16,15.81,41.61,0.85,1
49.17,6.26,7.59,20.38,0.85,1
34.55,5.25,3.0,28.0,0.3,1
49.98,6.65,7.33,10.48,0.5,1
59.95,8.37,1.0,7.26,1.0,0
43.17,6.78,9.25,13.8,0.5,1
56.55,11.84,1.0,49.11,1.0,0
30.86,8.36,9.85,39.81,0.5,0
39.01,4.44,8.26,36.84,0.3,0
46.97,3.46,6.8,34.41,1.0,1
48.36,4.51,6.21,37.22,0.85,1
40.65,6.91,15.1,38.31,0.3,1
50.78,3.68,9.13,19.67,0.5,1
55.32,7.01,6.03,55.49,0.85,0
50.24,6.59,11.86,34.38,1.0,1
42.87,2.67,10.47,23.89,0.2,1
40.55,8.28,6.46,14.82,1.0,0
51.33,5.8,25.2,31.76,0.2,0
52.91,11.54,13.79,66.56,1.0,0
41.6,4.7,12.03,47.12,1.0,0
44.64,3.99,3.09,25.96,0.2,1
51.35,2.46,3.84,18.44,0.5,1
17.75,2.43,10.12,10.2,0.2,0
59.88,7.76,18.15,42.23,1.0,0
47.37,10.94,8.51,31.24,0.85,0
46.41,4.48,3.86,50.23,0.3,0
53.25,4.31,9.51,55.71,0.2,0
46.25,4.94,19.7,41.84,0.3,0
34.05,8.58,10.01,41.74,0.5,0
30.34,2.68,15.51,11.51,0.85,1
55.65,5.42,15.99,2.42,0.85,1
42.9,7.86,4.88,2.31,0.85,1
36.03,6.22,9.52,40.84,0.85,1
54.26,0.8,2.57,5.15,0.5,0
26.72,6.8,3.84,7.36,0.85,0
46.52,6.25,7.64,23.14,0.2,1
25.14,9.44,2.52,7.94,0.2,0
33.34,10.48,3.6,1.74,1.0,0
39.72,9.2,5.13,25.84,0.5,0
47.84,4.95,12.5,19.88,1.0,1
56.15,1.63,3.41,2.53,1.0,0
54.12,12.5,13.77,24.83,0.2,0
47.08,4.3,9.85,0.33,0.3,1
33.49,4.87,24.17,49.95,1.0,0
53.57,10.86,2.71,43.26,0.2,0
57.0,3.03,14.33,0.39,0.2,1
46.37,2.03,8.56,25.07,1.0,1
51.61,3.69,1.95,36.85,0.5,1
37.2,3.13,15.24,10.98,0.2,1
33.21,1.9,9.26,26.6,0.2,1
42.75,4.53,7.87,29.26,1.0,1
48.43,4.97,11.26,35.43,0.5,1
45.47,1.82,7.41,47.22,0.3,0
41.9,3.97,8.52,38.2,0.5,1
63.06,3.01,6.49,56.79,1.0,0
58.05,1.3,5.89,2.72,0.85,0
58.76,5.06,8.25,27.28,0.5,1
55.92,5.34,8.02,3.99,0.2,1
27.97,3.01,3.13,11.3,0.85,0
49.66,8.24,5.92,43.2,0.2,0
42.62,4.81,4.01,1.73,0.85,1
35.47,3.1,6.48,13.61,0.2,1
50.95,1.75,9.1,47.9,0.85,0
50.27,5.5,9.97,15.99,0.2,1
53.67,6.24,15.15,22.06,0.5,0
44.0,3.57,8.79,21.17,0.5,1
56.73,5.15,4.72,14.68,0.85,1
28.64,10.48,8.42,52.94,1.0,0
43.22,7.57,20.62,31.46,0.85,0
46.86,1.01,16.01,32.24,0.5,0
39.95,3.08,12.32,0.93,1.0,1
28.26,4.41,7.61,25.76,0.85,1
35.98,4.96,5.93,0.43,0.85,1
31.47,5.21,8.36,54.12,0.5,0
35.05,6.03,11.59,11.7,0.5,1
54.34,4.49,16.89,43.81,1.0,0
66.32,4.8,19.94,49.16,0.5,0
28.48,7.78,13.62,53.25,0.5,0
37.98,5.56,10.99,16.17,0.2,1
39.67,2.3,2.48,8.23,1.0,1
54.68,5.05,11.06,30.73,0.85,1
36.0,4.42,13.18,30.17,0.3,1
43.63,1.29,15.51,18.78,0.3,0
35.81,5.19,8.06,44.01,0.2,0
39.73,2.5,1.5,18.93,0.5,1
52.46,7.84,4.13,37.36,0.85,1
63.64,5.98,7.29,23.62,0.5,1
58.46,2.22,11.94,6.95,1.0,1
55.64,7.65,9.08,39.33,0.85,0
43.6,9.52,11.29,12.97,0.5,0
48.89,4.11,10.02,11.67,1.0,1
49.03,4.4,19.51,14.51,0.5,0
55.25,7.26,14.03,35.8,0.85,1
36.57,9.15,14.7,29.22,0.85,0
56.7,1.55,12.12,29.72,0.2,0
50.72,2.39,2.81,10.16,0.85,1
29.42,3.74,23.51,5.71,0.85,0
63.44,3.97,2.57,34.19,0.2,1
46.08,7.15,6.98,50.1,0.2,0
56.54,9.18,14.51,6.43,0.2,0
51.41,9.53,6.36,4.98,0.5,0
45.39,1.52,10.99,41.35,0.2,0
51.37,2.91,17.28,20.56,0.2,0
40.3,2.16,14.73,4.03,0.5,1
48.52,3.34,9.9,26.19,0.2,1
53.15,2.9,9.2,11.96,0.3,1
65.19,5.97,4.95,20.88,0.2,1
28.34,6.36,10.39,27.87,0.85,0
40.93,4.77,12.07,6.44,0.85,1
41.5,4.52,10.62,26.38,0.5,1
52.31,3.83,5.34,20.97,1.0,1
42.35,4.09,16.12,10.23,0.2,0
16.76,10.42,9.51,8.32,0.2,0
41.65,6.86,3.11,9.39,0.85,1
45.75,3.91,3.98,54.59,0.2,0
63.99,4.47,15.97,35.07,0.5,1
42.58,6.05,6.31,21.16,0.85,1
45.28,2.22,9.88,39.86,0.2,1
44.42,5.14,8.51,1.64,0.85,1
47.01,6.66,9.19,31.18,0.85,1
58.87,6.22,12.34,48.24,0.5,0
50.06,2.94,13.46,12.72,1.0,1
26.57,3.28,22.13,14.54,0.2,0
41.6,1.18,12.23,17.85,1.0,0
31.7,7.04,6.4,9.7,0.5,1
51.53,12.5,11.3,24.54,0.2,0
20.38,2.69,10.22,19.9,0.2,0
38.92,8.34,9.5,31.02,0.5,0
34.79,12.13,1.0,21.25,0.5,0
35.37,3.61,14.52,33.83,0.85,1
49.93,4.47,19.16,20.47,0.2,0
37.02,5.46,5.85,40.68,0.2,1
43.14,6.11,2.5,8.57,0.5,1
32.13,5.62,4.46,46.53,0.5,0
33.58,3.78,29.2,16.68,1.0,0
29.51,6.61,11.13,24.88,0.5,0
45.78,3.83,7.22,20.68,0.85,1
52.05,5.83,5.8,13.9,0.2,1
53.09,4.67,25.19,45.3,1.0,0
43.24,1.42,4.6,18.08,0.85,0
34.85,8.98,4.64,23.93,0.5,0
57.54,3.33,8.04,21.36,0.85,1
21.37,9.44,7.14,12.21,0.2,0
48.68,8.16,4.26,15.96,0.5,1
57.64,5.37,12.69,28.79,0.2,1
67.53,6.28,23.45,20.59,0.5,0
38.74,6.69,5.39,38.24,0.2,1
57.8,4.24,10.51,32.49,0.3,1
24.16,4.36,5.26,10.77,0.3,0
47.29,6.52,8.85,37.03,0.5,1
47.4,4.7,14.43,35.89,1.0,1
38.75,3.79,8.81,7.77,0.85,1
53.21,2.97,15.14,3.03,0.5,1
39.61,5.92,10.06,5.93,0.3,1
63.56,3.27,23.87,26.74,0.2,0
47.53,7.44,9.49,23.54,0.5,0
19.24,7.78,12.9,24.66,0.3,0
31.03,6.26,5.0,8.55,0.2,1
39.6,6.96,5.1,14.68,1.0,1
31.96,6.27,6.99,2.74,0.2,1
66.4,7.22,5.08,11.66,0.3,1
33.84,7.06,1.04,37.77,1.0,1
33.15,5.75,5.03,18.79,1.0,0
37.46,8.22,8.85,20.68,0.5,0
57.68,4.33,11.63,1.38,0.2,1
68.34,3.03,9.79,7.51,0.3,0
35.51,2.93,4.63,33.12,0.5,0
51.42,3.97,3.67,22.74,0.5,1
25.39,1.28,15.07,35.26,1.0,0
29.79,5.34,13.79,20.57,0.3,1
43.93,6.74,5.4,19.38,0.5,1
47.73,7.72,9.27,10.96,0.5,1
45.13,1.62,11.71,9.41,0.85,0
62.84,2.99,12.09,47.48,1.0,0
36.59,7.33,8.34,42.9,0.2,0
45.57,4.25,8.7,0.03,0.85,1
36.22,6.66,8.72,31.67,0.85,1
40.86,2.15,9.95,17.67,0.85,1
44.74,9.39,8.5,30.02,0.2,0
33.81,2.04,8.74,14.5,1.0,1
26.56,0.8,14.83,43.72,0.85,0
46.6,5.26,4.86,11.32,0.85,1
69.28,5.33,8.44,14.24,0.2,1
49.23,3.55,11.99,60.22,0.3,0
52.43,6.14,9.68,55.97,0.85,0
44.61,6.23,6.16,54.32,0.2,0
48.93,5.88,3.15,12.32,0.85,1
55.97,3.52,11.59,11.3,1.0,1
59.04,3.13,12.41,40.6,0.2,0
45.83,3.74,2.43,12.94,1.0,1
19.67,2.88,12.64,1.86,1.0,0
41.86,8.41,14.95,23.58,0.5,0
20.04,3.93,17.28,27.66,0.2,0
61.01,5.18,24.52,26.97,0.2,0
35.22,7.31,10.31,53.86,0.3,0
42.44,2.79,23.98,10.9,0.5,0
55.83,1.99,9.69,10.01,0.5,1
36.28,2.88,11.72,64.79,0.85,0
28.66,5.49,11.97,18.92,0.85,1
55.32,5.29,12.94,9.54,0.2,1
31.16,5.87,13.64,9.77,0.85,1
47.09,4.48,9.92,26.81,0.3,1
25.14,0.8,13.6,22.11,0.85,0
47.25,4.4,5.55,6.71,0.85,1
50.56,7.82,9.21,19.3,0.85,1
41.75,8.87,4.43,34.36,0.85,0
48.6,4.99,7.95,2.47,1.0,1
19.32,5.3,7.42,57.04,1.0,0
66.98,6.59,1.49,54.6,0.2,0
46.2,8.74,5.94,25.24,0.85,0
53.12,4.75,12.26,18.44,1.0,1
43.85,6.54,8.3,47.1,0.85,0
45.35,3.43,18.58,37.42,0.85,0
24.84,2.18,7.64,65.71,0.2,0
20.16,3.64,8.39,61.13,0.85,0
34.36,9.78,13.77,40.64,0.3,0
47.53,6.61,2.88,47.76,0.5,0
31.08,2.31,18.64,24.37,0.2,0
35.03,6.77,8.9,8.35,0.85,1
46.98,2.42,12.94,30.03,1.0,1
38.38,5.83,12.34,8.0,0.85,1
62.99,2.73,6.3,1.22,0.2,1
36.29,2.23,34.01,24.73,0.85,0
33.41,10.62,1.83,11.9,0.2,0
45.5,3.93,18.92,22.91,0.2,0
53.31,6.55,3.11,44.3,1.0,0
50.17,4.86,6.34,30.56,0.85,1
41.78,2.55,17.5,18.82,1.0,0
50.64,4.17,4.99,50.19,0.3,0
42.9,2.56,2.43,0.92,0.2,1
28.71,12.5,12.65,8.3,0.85,0
59.42,7.17,6.03,3.56,0.2,1
61.07,4.81,7.56,45.58,0.3,0
37.83,6.37,8.24,3.31,0.85,1
43.99,6.93,11.78,4.46,0.85,1
43.85,6.94,12.85,52.3,0.3,0
56.44,6.78,6.67,51.24,0.3,0
42.86,6.51,17.65,5.85,0.5,0
33.31,5.03,4.99,6.23,0.2,1
41.25,10.2,13.39,2.04,1.0,0
52.38,5.2,12.65,26.9,0.5,1
43.12,4.89,9.3,2.04,0.2,1
64.57,5.23,22.26,12.89,0.2,0
36.14,5.43,8.52,13.59,0.85,1
50.31,1.63,15.98,6.52,0.85,0
59.03,2.86,2.4,60.12,0.85,0
49.17,4.48,7.55,7.96,0.85,1
53.18,1.58,5.0,34.58,0.5,0
48.73,4.81,15.92,44.15,0.3,0
35.72,5.39,7.96,19.77,0.85,1
23.52,2.12,9.37,28.92,0.5,0
42.64,3.29,11.57,35.86,0.85,0
41.9,9.06,7.65,9.6,0.3,0
25.87,6.4,7.05,5.57,0.85,0
61.16,6.21,6.71,15.72,0.2,1
48.9,8.49,13.64,19.03,0.2,0
46.26,2.9,24.83,49.49,0.85,0
50.46,2.12,6.56,23.47,0.5,1
37.11,7.9,11.72,19.35,0.5,1
48.1,4.55,16.63,34.25,0.3,0
49.89,2.85,24.18,14.98,0.85,0
63.65,12.5,10.14,46.56,0.5,0
65.06,1.62,4.53,15.14,0.2,0
43.22,5.26,9.61,8.87,0.2,1
38.31,4.26,11.39,21.99,0.5,1
51.27,3.86,8.68,0.91,0.85,1
51.12,0.95,6.31,17.26,0.2,0
24.93,10.13,6.38,69.26,0.2,0
42.76,1.87,14.35,10.33,0.2,1
35.54,4.07,21.63,42.44,0.85,0
25.42,3.69,11.98,32.12,1.0,0
52.74,6.5,8.34,53.43,0.85,0
64.76,1.63,6.46,7.72,0.2,0
52.82,6.09,4.2,0.54,0.5,1
44.45,5.27,6.18,2.09,0.5,1
44.38,3.19,1.17,21.97,0.5,1
59.36,5.98,6.69,6.15,0.3,1
48.55,4.8,4.47,35.36,0.5,1
36.6,11.38,1.44,9.16,0.85,0
59.79,4.26,3.5,23.73,1.0,1
58.78,2.63,17.55,10.94,1.0,0
29.88,6.13,5.82,24.17,0.85,1
51.43,3.96,9.53,3.99,0.5,1
40.33,4.75,5.49,24.64,1.0,1
38.61,2.13,11.37,33.22,1.0,1
45.73,6.55,4.17,70.37,0.3,0
48.68,3.6,8.24,24.31,0.2,0
34.73,5.5,5.13,35.73,0.85,1
22.37,12.5,9.63,10.41,0.85,0
53.76,4.12,3.13,18.79,0.2,1
43.13,7.03,10.27,37.99,0.2,1
48.33,4.28,12.79,24.7,0.85,1
38.49,3.22,8.25,15.77,0.2,1
45.79,9.22,20.24,8.43,0.5,0
47.65,1.31,4.98,50.89,1.0,0
47.6,7.98,3.14,14.52,0.5,1
31.38,1.19,2.88,37.76,0.2,0
40.51,7.55,6.66,11.91,0.2,1
62.85,4.79,3.93,6.79,0.85,1
46.97,2.63,1.0,7.41,0.2,1
52.69,3.74,5.2,62.66,0.85,0
19.76,6.83,5.29,11.21,0.85,0
15.89,12.22,3.62,12.61,0.85,0
